,Review_ID,Rating,Location,Rating_Submit_Dt,Username,Review,Positive,Negative,Neutral,Compound
1874,R1875,5,USA,2018-04-21T00:00:00.000Z, hustla_nheels,Made my hair feel like heaven on a cloud! The price is crazy but if you have it to spare then this is definitely worth it!,0.324,0.053,0.623,0.8264
1875,R1876,5,USA,2018-04-21T00:00:00.000Z, Camila Torres,I absolutely love this product! Love the smell and how my hair looks after I use it. I already recommend it to a lot of friends!,0.453,0.0,0.547,0.9421
1876,R1877,5,USA,2018-04-21T00:00:00.000Z, marilennyp,MY GOD!! I love this!! Im transitioning to natural curly hair and this is repairing my heat damaged ends so good!! I don't recommend it to style your hair tho! It can give you a rash. Just put it on to deep condition for 15-30 min and then wash it completely off!!,0.218,0.125,0.658,0.7858
1877,R1878,4,USA,2018-04-21T00:00:00.000Z, stephaniem18,Good deep conditioning mask for when you need extra moisture for dried out hair. Would recommend using it once or twice a week when needed. I got this in an Influenster package. It definitely helped with dried hair ends and would recommend. ,0.227,0.0,0.773,0.8625
1878,R1879,5,USA,2018-04-21T00:00:00.000Z, Lupita Ayala,"This mask is so good 😭 I don't even know where to start. It smells amazing, it gives my hair a healthier glow/look, makes my curls bouncier, and gives them moisture 😍 I use this twice a month when I notice my curls need intense hydration. Highly recommend!",0.244,0.0,0.756,0.8985
1879,R1880,5,USA,2018-04-19T00:00:00.000Z, kaywlee,"Wow. My hair had been feeling a little brittle and dry. I had no expectations when I used this and thought well, why not? My hair isn't feeling all that great so it won't hurt to try. Oh my goodness ... after just one use, I looked like I could be a hair model for a shampoo commercial! My hair was silky smooth and so shiny! Definitely worth trying.",0.339,0.027,0.634,0.9722
1880,R1881,5,USA,2018-04-19T00:00:00.000Z, morganw,BEST HAIR MASK EVER. I use it about once a week or once every two weeks depending how my hair is feeling. and it is a miracle worker. HIGHLY RECOMMEND.,0.387,0.0,0.613,0.9381
1881,R1882,5,USA,2018-04-19T00:00:00.000Z, itslaylarose,AMAZING MASK! One of the best masks I've tried. It smells super clean and nice. It's very long lasting and it's amazing compared to other masks I've tried. It's very effective at hydrating your hair and controlling the frizz. I love this product I would recommend!,0.482,0.0,0.518,0.9868
1882,R1883,5,USA,2018-04-19T00:00:00.000Z, sarahn4,"This actually made my hair incredibly soft! I had a lot of damage from a bad bleach job, and this is actually one of the few things that made my hair not feel like straw! It also smells really good, and a little goes a long way",0.063,0.186,0.751,-0.7352
1883,R1884,5,USA,2018-04-19T00:00:00.000Z, kimberlyc6,"I received this item free from Influenster for testing purposes, so I'm not sure why you can buy it or how much it is.. but i really like the smell and makes my hair really soft, i have long damaged hair from heat and dying it and it has helped a lot.",0.106,0.099,0.796,0.0968
1884,R1885,5,USA,2018-04-19T00:00:00.000Z, candicer2b26,This is my go to conditioner/hair mask right now. I use a ton of Briogeo products and it's because they're so good and good for your hair! This mask is so light you almost feel like it won't hydrate your hair very well but after you rinse it out you can see the difference! It doesn't weigh my hair down and doesn't make my scalp greasy. The smell is subtle but delicious and a little bit goes a long way. Since I only wash my hair twice a week it's basically the only conditioner I use. I can't recommend it enough!  [product:briogeo-dont-despair-repair-deep-conditioning-mask],0.134,0.025,0.841,0.8836
1885,R1886,4,USA,2018-04-19T00:00:00.000Z, melissap327f,"It's good, but not as great as Olaplex. That's definitely the gold standard of hair repair items. That said, it's good enough that I intend to try other items from this brand!",0.235,0.108,0.657,0.6371
1886,R1887,5,Canada,2018-04-19T00:00:00.000Z, kulglam,Quite possible the best conditioner ever. It has healed mu chemically treated hair. It's repaired the ends so well. I do not have any comparisons because it is that good!! It has repaired me hair so well that I only have to wash my hair twice a week.,0.247,0.0,0.753,0.925
1887,R1888,5,USA,2018-04-19T00:00:00.000Z, ayanab1,"I have gone through 2 containers of this stuff it is that good! I have fine long hair that is super delicate so a deep conditioning is a must at least every other week if I want to look human. This leaves your hair soft, manageable, and looking renewed. Avoid putting it on your scalp if you get oily easy and be sure to let it sit in your hair for 5-10 min for the best results!",0.247,0.026,0.727,0.9508
1888,R1889,5,USA,2018-04-19T00:00:00.000Z, kristynd1,I loved this product and have used it a couple of times. I love anything to deep condition my hair and leave it strong and pretty.,0.432,0.036,0.533,0.9371
1889,R1890,3,USA,2018-04-12T00:00:00.000Z, sashab,I didn't notice much difference using this product. It was light and didnt leave me oily so thats always a plus.,0.06,0.0,0.94,0.0382
1890,R1891,5,USA,2018-04-12T00:00:00.000Z, selenad89d8,"Love this conditioner. I was so mad when i ran out! It gave me a huge moisture shock.  And instantly revived my hair. It made my hair sofy, smooth and frizz free! Love this product! ",0.313,0.141,0.546,0.8466
1891,R1892,4,USA,2018-04-12T00:00:00.000Z, kaileer,"This is a great deep conditioner for fine hair! My hair doesn't curl, but it is fine and there's a ton of it. This rinsed very evenly without clinging or leaving any type of residue.",0.177,0.0,0.823,0.6643
1892,R1893,5,USA,2018-04-12T00:00:00.000Z, sarahk6c2a,Leaves my hair so soft and strong. Smells amazing  too. I leave on for a bit longer than advised and my heavoly tested hair soaks it right up.,0.233,0.038,0.729,0.8
1893,R1894,5,USA,2018-04-12T00:00:00.000Z, joyeliot,"Fantastic deep conditioner. My hair is fine and extremely dry (hypothyroid). However, it is really expensive even on my short hair. Very pricey for longer hair.",0.184,0.0,0.816,0.6597
1894,R1895,5,USA,2018-04-12T00:00:00.000Z, marielisf,"Still has to be one of my favorite masks and favorite hair product influenster has sent me , this is so good for my hair , i'm repurchasing after i run out",0.273,0.0,0.727,0.8671
1895,R1896,5,USA,2018-04-12T00:00:00.000Z, queenjaine,I absolutely love this stuff! I leaves my hair so fluffy and light & hydrates like no other. It's the most hydrating lightweight formula I've come across. It's pretty pricey but it does last me forever. I will repurchase this and keeps backups! It's replaced all of my other leave in conditioners and style cremes.,0.128,0.052,0.82,0.6463
1896,R1897,5,USA,2018-04-12T00:00:00.000Z, mylittlelifestyle,I love this product! I use it at night and the next day my hair feel so soft and silky. I recommend people who has dew or dry hair.,0.226,0.0,0.774,0.7901
1897,R1898,5,USA,2018-04-12T00:00:00.000Z, harleys7214,"After deployment or a long week at work with my hair in a very tight low bun, this was a life savor! and it smelt very fresh",0.106,0.087,0.807,0.1297
1898,R1899,4,USA,2018-04-12T00:00:00.000Z, carolines3210,Hair feels amazing after using. It doesn't weight my hair down after applying and you can even go all the way to the roots.  It is pretty reasonably priced and has great ingredients within. Will definitely recommend.,0.337,0.0,0.663,0.946
1899,R1900,5,USA,2018-04-08T00:00:00.000Z, yelenab1,I'm in love with this brand of hair care products. They revive my hair and leave it looking and feeling ABSOLUTELY beautiful. This mask is a must have!!!!,0.439,0.03,0.53,0.9531
1900,R1901,5,USA,2018-04-08T00:00:00.000Z, kirstiel,This stuff is seriously amazing. I bleach and tone my hair very often so of course my hair has been through the ringer but just one use of this mask and my hair is noticeably better. It has increased manageability by quite a bit and has tamed the frizziness that tends to happen.,0.155,0.024,0.821,0.8201
1901,R1902,5,USA,2018-04-08T00:00:00.000Z, mzzdaniibabyy,"This is my faaaaaaaave condtioner ever! My curls are si hydrated and soft after every use! I love the smell, the consistency. Its just amazing period. I highly recommend to any natural hair ladies or anyone with a curly hair texture.",0.29,0.0,0.71,0.931
1902,R1903,5,USA,2018-04-08T00:00:00.000Z, mckenzied1,This deep conditioning mask works miracles! Every time after I use it my hair feels like I just left the salon. It smells really nice too and it's affordable for the quality. I received this product free from Influenster for testing.,0.208,0.0,0.792,0.8475
1903,R1904,5,USA,2018-04-08T00:00:00.000Z, belenr,"This product does wonders! I hadn't heard about this product until influenster send it to me! And I'm telling you, my hair was beyond repairing and this product did it. It has since made my hair look better, smell better and feel better!",0.197,0.0,0.803,0.8617
1904,R1905,4,USA,2018-04-08T00:00:00.000Z, katieg047b,I've tried this hair treatment twice now and I still think it's just okay. It doesn't wow me but it does make a small difference with my hair. It has no parfum fragrances and it has great ingredients for a hair product. I do like the brand overall too. I would try this but I myself would not purchase a full size of the product.,0.152,0.071,0.777,0.7589
1905,R1906,5,USA,2018-04-08T00:00:00.000Z, ajgonsalves,Love this leave in mask. I received as a sample from Sephora and it worked so well. I've since bought it and have used this product 2-3 times a week. Really helps add moisture to my hair especially after a week of using a lot of heat on my hair.,0.189,0.023,0.788,0.8636
1906,R1907,5,USA,2018-04-08T00:00:00.000Z, madih1,"If you're like me and have lots of unwanted damage from styling and or coloring your hair, you need this! I'm just one use I noticed a huge difference in the condition of my hair. It felt much more silky and I noticed I had less frizz in my wavy/curly hair than normal.",0.087,0.098,0.815,-0.1511
1907,R1908,5,USA,2018-04-08T00:00:00.000Z, caseym2,The best hair mask EVER. I even use this every day (that I wash my hair) as a normal conditioner. I get compliments every time!,0.275,0.0,0.725,0.8016
1908,R1909,5,USA,2018-04-08T00:00:00.000Z, haleyblasser,Wow I love this stuff. I used a whole jar and was sad when it was gone! I ended up using this as an everyday conditioner and it did wonders to me straight fine hair! I will buy again.,0.277,0.07,0.653,0.8475
1909,R1910,4,USA,2018-04-03T00:00:00.000Z, nikkim5e05,I really liked this product! I think it did a great job at repairing and hydrating my hair. I like the smell it had because it isn't over powering. I think the price is a little to high but it does last awhile. I think I would purchase this product because it does a great job!,0.226,0.0,0.774,0.9115
1910,R1911,5,USA,2018-04-03T00:00:00.000Z, belongtolove,This worked SO well for my hair. I dye my hair every 6-8 weeks and have bad split ends. This definitely helped giving shine to my hair and made it feel a lot more healthy.,0.263,0.082,0.655,0.773
1911,R1912,5,USA,2018-04-03T00:00:00.000Z, kaylat6,I love masks and I was more than thrilled to have gotten this in a box! I have very sensitive skin and this product was amazing! It worked so well and made my skin feel amazing! I was very satisfied in this product!,0.407,0.0,0.593,0.9719
1912,R1913,5,USA,2018-04-03T00:00:00.000Z, gmonique_,This deep conditioner is literally theee best deep conditioner ive ever tried in my life! I got a small sample from Sephora and I used it at least once a week. Its so moisturizing and leaves the hair incredibly soft and moisturized. I would buy this again and again and again and again. ,0.087,0.0,0.913,0.6696
1913,R1914,5,USA,2018-04-03T00:00:00.000Z, llambrinid,I love this product because it makes my hair feel so soft and shiny. I use it twice a week and i have seen a difference. It smells good and comes in a nice packaging,0.276,0.0,0.724,0.872
1914,R1915,5,USA,2018-04-03T00:00:00.000Z, scclapper,"I got this in a boxycharm box and I gotta say, it worked wonderful. I was shocked by how soft my hair was after I had applied this treatment. I will deff be purchasing again.",0.112,0.07,0.818,0.34
1915,R1916,5,USA,2018-04-03T00:00:00.000Z, jolinas,"I use this about 3 times a week and can really feel a difference in my hair. I lighten my hair so I need to use a purple shampoo, which dries me out really bad, so I need a deep conditioner to restore my hairs moisture. I leave this stuff on for about 5 minutes and it comes out really soft and shinny and feels healthy!",0.08,0.086,0.834,-0.0989
1916,R1917,3,USA,2018-04-03T00:00:00.000Z, cobio23,"Made my hair to oily and didn't fee like much was done to my hair, either it soaked it up to quick or like many other ""deep treatments"" it sits ontop and then washes away never really going inside the hair pores",0.0,0.095,0.905,-0.4973
1917,R1918,5,USA,2018-04-03T00:00:00.000Z, s2011ben,"Having blonde color treated hair, this is perfect for me to use between my toning masks. Any time that I can put moisture back into my hair, I do!",0.133,0.0,0.867,0.6114
1918,R1919,5,USA,2018-04-03T00:00:00.000Z, hannahbd745,LOVE. This stuff works miracles. It smells so great but definitely helps my hair. I can easily use it and wear it naturally the next day because my hair looks so good. ,0.464,0.0,0.536,0.9707
1919,R1920,5,USA,2018-03-24T00:00:00.000Z, taylorj,"Love this hair mask, I'm already out of it. It has a neutral smell, it doesn't smell bad but doesn't necessarily smell good either. It maxes my hair extremely soft so I would definitely recommend this hair mask.",0.262,0.067,0.67,0.8414
1920,R1921,5,USA,2018-03-24T00:00:00.000Z, sarakb29d,I got a sample of this in one of my Sephora orders and used it tonight and oh my god I don't think my hair has ever been so silky smooth. It feels so soft sand smooth and gave my hair a gorgeous shine!,0.144,0.0,0.856,0.75
1921,R1922,5,USA,2018-03-24T00:00:00.000Z, queenashleey,I LOVE THIS PRODUCT!!!! I will repurchase over and over. My favorite thing out of the box,0.412,0.0,0.588,0.8779
1922,R1923,5,USA,2018-03-24T00:00:00.000Z, emilyo2,Yesss I received his from Influenster in my voxbox I would like to use it once a week on my hair when I really neeeded a conditioning and t worked great smells good and gentle on the hair.,0.307,0.0,0.693,0.9081
1923,R1924,5,USA,2018-03-24T00:00:00.000Z, kalinnah,I love this stuff! A little bit goes a very long way. I started seeing good results after the third use. It smooths your hair making it feel silky.< br>,0.235,0.0,0.765,0.8122
1924,R1925,3,USA,2018-03-24T00:00:00.000Z, kristinem,"This hair mask wasn't bad. It did the job of moisturizing however it does contain alcohol in the ingredients, maybe the 3rd, which means there's s lot of it since products are usually listed with the most first and the least last. Alcohol containing products don't do well with my 4c hair Bc it eventually ends up drying it out unfortunately.",0.044,0.066,0.89,-0.0936
1925,R1926,4,USA,2018-03-24T00:00:00.000Z, galenrios,I loved this hair mask it was so amazing it made my hair so soft and shinny but not oily. Ill definitly going to buy more and continue using it its one of my staples now,0.208,0.0,0.792,0.8116
1926,R1927,5,USA,2018-03-24T00:00:00.000Z, nenusca,"This stuff is PRICEY. But it is definitely worth the price. I have super curly, split end prone, frizzy, curly hair and I have tried everything from apple cider vinegar, shea moisture, coconut oil, argan oil etc...after I tried this, my hair was so soft and my curls were so nice, and a little goes a long way, so this is definitely worth the sticker shock.",0.278,0.043,0.679,0.9622
1927,R1928,5,USA,2018-03-24T00:00:00.000Z, nenusca,"I used this stuff ONCE and my hair felt softer than it has in such a long time and my curls were so well defined, even without any leave in cream or hair oil, it was amazing. I didn't even use a lot of this in my hair, so a little definitely goes a long way, and this is definitely something that works and is worth every single penny.",0.208,0.0,0.792,0.9179
1928,R1929,5,USA,2018-03-24T00:00:00.000Z, messyj,"I love this product. I have very fine hair and struggle to find deep conditioning treatments that bring life back to my hair, without weighing it down. This product does just that. Hair feels SO soft after using, but doesn't feel overly greasy!",0.101,0.037,0.862,0.4192
1929,R1930,5,USA,2018-03-19T00:00:00.000Z, lifeaslollie,I'm in LOVE with this. I use it as my regular conditioner. I only wash my hair 1-2 times per week. It's super nourishing and makes my hair so shiny but doesn't weigh my hair down. I use it with the shampoo and just after a few weeks I've seen a huge improvement in my hair.,0.208,0.0,0.792,0.9075
1930,R1931,5,USA,2018-03-19T00:00:00.000Z, xtinalinnettewilliams,I LOVE THIS HAIR MASK. By far the best hair mask I've ever used! The only downside is the price. It isn't exactly affordable and wouldn't be cost efficient for women with long hair. I'd recommend to others in a heartbeat!,0.242,0.086,0.673,0.8716
1931,R1932,4,USA,2018-03-19T00:00:00.000Z, victoriajdbb7,"This smells good and helps with deep conditioning my hair , how ever I stop using it because for some reason it would gamble my hair .",0.192,0.077,0.732,0.5106
1932,R1933,1,USA,2018-03-19T00:00:00.000Z, daniellem1,The mask isn't good for all hair. I kept it but I wouldn't buy it . I got it in Influenster box and it had a nice scent but didn't last long . My hair color is black and kinky curly . I was very disappointed with the product,0.077,0.131,0.792,-0.3803
1933,R1934,2,USA,2018-03-19T00:00:00.000Z, moniicah,I really didn't see a difference in my hair so I don't really know how to feel about the product I love the design and smell and texture but I guess it just wasn't for me .,0.08,0.0,0.92,0.3818
1934,R1935,5,USA,2018-03-19T00:00:00.000Z, karekarechi88,So far I am loving this. The hair mask really controls my curls and my hair is nice and soft. It smells just as good as the shampoo. The product is pricey- I have yet to determine if the price is worth it but so far I think it is,0.155,0.0,0.845,0.7079
1935,R1936,5,USA,2018-03-19T00:00:00.000Z, destinyl,Loved it ! It's great ! Absolutely amazing. Highly recommend! Thank you influenster !!,0.732,0.0,0.268,0.9643
1936,R1937,5,USA,2018-03-19T00:00:00.000Z, demiram,I love this mask because i am natural with really kinky coils so this was perfection. I️t made my hair soft and have a really nice smell,0.408,0.0,0.592,0.9294
1937,R1938,5,Dominican Republic,2018-03-19T00:00:00.000Z, paolas4b16,Truly loved this product! I use it while I'm in the shower and I can leave the product in my hair for it's directed duration of 20 mins while I shave and finish the rest of my shower routine. It leaves my hair feeling silky smooth for days and I don't need to use conditioner for a while.,0.146,0.02,0.833,0.8122
1938,R1939,5,USA,2018-03-19T00:00:00.000Z, albal02aa,"This is an amazing hair mask, I have receive this brand in most of my subscriptions and I'm so grateful influenster sent me the full size one, I literally use it every time I wash my hair, I'm so satisfied with the results!",0.238,0.0,0.762,0.9113
1939,R1940,5,USA,2018-03-15T00:00:00.000Z, malindas,"I buy this hair mask about twice a year when the elements really makehair damage much more likely.  It's worth the extra money because it's like a hair miracle worker.  After just one use, my hair looks so much healthier.  It restores shine, leaves my hair soft, prevents breakage and split ends.  I only have to use once a week to keep my hair looking salon fresh.  The best part...it doesn't weigh my hair down or leave behind a residue",0.209,0.053,0.737,0.915
1940,R1941,5,USA,2018-03-15T00:00:00.000Z, samin816f,"Such a great hair mask. Makes my hair so smooth and fresh, and not greasy at all. An expensive item, but so much product you get your money's worth.",0.211,0.0,0.789,0.689
1941,R1942,5,USA,2018-03-15T00:00:00.000Z, ebyspice,This revived my wig like a dream! The hair was some very curly wavy hair but it looses its texture after wearing it but when I used this the hair looked bomb after,0.088,0.177,0.735,-0.6419
1942,R1943,5,USA,2018-03-15T00:00:00.000Z, livw9d67,My hair needs extra love from time to time. This hair mask was the perfect product to replenish my split ends and dry hair,0.264,0.0,0.736,0.836
1943,R1944,5,USA,2018-03-15T00:00:00.000Z, stephanieb213c,"I'm so glad I found this brand. I have such a hard time finding conditioners and deep conditioners that are moisturizing enough for my extremely dry, tangle prone hair. 
I use this mask as a conditioner every time I wash my hair (twice weekly) and my hair looks and feels dramatically better!  Definitely buying it again",0.162,0.025,0.813,0.831
1944,R1945,5,USA,2018-03-15T00:00:00.000Z, roxannenicole,Ahhh! My favorite mask I have found. I mix a little of my rose gold conditioner from overtone in this and leave it on for twenty minutes! It's amazing and worth the price!,0.26,0.033,0.707,0.8547
1945,R1946,5,USA,2018-03-15T00:00:00.000Z, sommers1,Favorite hair mask! I use it at least once a week and makes my hair feel so healthy again which is hard to do considering my hair is very over processed,0.198,0.041,0.761,0.7494
1946,R1947,5,USA,2018-03-15T00:00:00.000Z, monettamingo-daley,This deep conditioner left my hair feeling full of life. It was moisturizing and made my hair feel stronger. It's smells great too. I heard great reviews about this product but I could never find it in stores. Now I could finally say that it's worth the hype!!! ,0.221,0.0,0.779,0.8547
1947,R1948,5,USA,2018-03-15T00:00:00.000Z, jaleesahs,This is so amazing! It is the best and I mean it the best conditioner it works so well. It softens your hair and the smell is oh my so great! Go get this!,0.441,0.0,0.559,0.9754
1948,R1949,3,USA,2018-03-15T00:00:00.000Z, abigails5,"I did like how this mask made my hair feel, but it wasn't convenient when you have a busy life like I do to leave it in for 30 minutes and if your hair tends to be greasy it will make it even worse. With that being said it isn't terrible and I do sometimes still use it.",0.133,0.087,0.78,0.4369
1949,R1950,4,USA,2018-03-12T00:00:00.000Z, ashleym6eac,Pricey......but super moisturizing for tortured color treated hair. I use it once a week as a deep conditioning mask to keep my bleached out ends from frizzing,0.132,0.122,0.746,0.0772
1950,R1951,5,USA,2018-03-12T00:00:00.000Z, shaybeauty04,This is my most favorite hair repair mask of all time. I really notice a difference with my dry damages hair after I've used this. I'll use it a couple times a week and really does help repair my hair. I highly recommend and will repurchase.,0.185,0.059,0.756,0.7323
1951,R1952,5,USA,2018-03-12T00:00:00.000Z, coram5036,This makes my hair super soft and silky. Not too heavy. This is my new favorite hair care company for sure,0.422,0.0,0.578,0.9081
1952,R1953,5,USA,2018-03-12T00:00:00.000Z, sarahi3edb,I would buy this product again. I totally recommend it. It leaves hair flawless and repairs damage. The results can be seen after a few weeks.,0.208,0.109,0.683,0.4391
1953,R1954,4,USA,2018-03-12T00:00:00.000Z, kristena3,"I use this mask maybe once a month, and it does a great job of repairing my dry, split ends.",0.204,0.0,0.796,0.6249
1954,R1955,5,Dominican Republic,2018-03-12T00:00:00.000Z, marbelisa1,I received a sample and i notice a great difference on my skin is a very good product,0.399,0.0,0.601,0.807
1955,R1956,5,USA,2018-03-12T00:00:00.000Z, allisonm4,love this mask!! keeps my hair soft and hydrated after one use and smells great and is super effective,0.514,0.0,0.486,0.9508
1956,R1957,5,USA,2018-03-12T00:00:00.000Z, marinaj,"This made my hair feel soooo soft. My hair is a tad damaged because I tend to redye it when it starts to fade, so this was like giving my hair a breath of fresh hair 😍😍😍 I would 10/10 recommend to anyone!",0.217,0.061,0.721,0.7473
1957,R1958,5,USA,2018-03-12T00:00:00.000Z, emilyh25,I was really impressed by this deep conditioner hair mask! My hair usually needs a little extra love in the colder months to keep it moisturized and this product helped tremendously! Will definitely purchase again.,0.266,0.0,0.734,0.8974
1958,R1959,5,USA,2018-03-12T00:00:00.000Z, alicebc69a,"Incredible hair mask. If you have dry or damaged or very thick hair, I would recommend. I have some other hair masks I have to finish up but when I'm done with them I plan to repurchase this. It also smells incredible, which is a bonus.",0.14,0.042,0.818,0.6757
1959,R1960,5,USA,2018-03-06T00:00:00.000Z, daniellec2,I LOVED this hair mask! I was so excited that they sent me the full sized item as well I used it both on my and my daughters hair! It made my hair so silky and healthy feeling!! They didn't have this product where I usually shop but if I find it I will definitely purchase it ! ,0.242,0.0,0.758,0.9076
1960,R1961,5,USA,2018-03-06T00:00:00.000Z, chelseap178b,Anything that can help control this mane is a winner in my book. my over processed hair was really complimented by this product!,0.342,0.0,0.658,0.8716
1961,R1962,5,USA,2018-03-06T00:00:00.000Z, mirandaplin,"This stuff is amazing for your hair, smells great and keeps your hair fresh and soft feeling for weeks.",0.438,0.0,0.562,0.8934
1962,R1963,4,USA,2018-03-06T00:00:00.000Z, honeythebee,"Received a sample in a previous Voxbox and I was in love with how it smelled and how little you needed to coat the hair. Unfortunately, I think my hair could have been more moisturized afterwards, but I would totally purchase again! I would just make sure to add some oil to my hair afterwards if I don't get the moisture I need.",0.098,0.029,0.873,0.63
1963,R1964,3,USA,2018-03-06T00:00:00.000Z, v-chorp,"Good product, to use for super dry damaged hair! I actually got this product sent for free, and I really appreciate it! I love how the scent is this product too. I am very satisfied with how it made my hair feel! I recommend this product if you're having down hair problems!",0.358,0.082,0.56,0.9624
1964,R1965,4,USA,2018-03-06T00:00:00.000Z, jordanpbd77,"I'm obsessed with this hair mask. It definitely defines my curls. It has a rose sent which I do not mind. I can get about 3 to 4 uses out of it. My only complaint is that it's so expensive 😩. If it was cheaper, I'd buy it all the time. Unfortunately, I can't afford it. 🤷🏽‍♀️",0.048,0.113,0.839,-0.3818
1965,R1966,5,USA,2018-03-06T00:00:00.000Z, ariall,"I received a sample of this from one of my beauty boxes and I'm totally a fan! The scent wasn't anything special but the product itself made up for it. I have long, thick curly hair and it worked well. My hair was soft and less dry during the few uses I got. This is a product I was so happy with trying and would purchase to continue use.",0.19,0.023,0.788,0.9205
1966,R1967,5,Morocco,2018-03-06T00:00:00.000Z, fadwaezzentri,"Hello,I love this product for its quality. I will be so happy to review your products in my account  and share it with my followers .",0.347,0.0,0.653,0.903
1967,R1968,5,USA,2018-03-06T00:00:00.000Z, danielare614,LOVE IT!!! I have my hair treated and this product helps me get it back to being healthy,0.442,0.0,0.558,0.9024
1968,R1969,5,USA,2018-03-06T00:00:00.000Z, ethlenam,This is a really good deep conditioning mask. I have brown kinky curly hair that's really dry and it made my hair really soft and shiny. I have only used this product a couple of times but I loved it and would recommend  it for sure,0.269,0.0,0.731,0.928
1969,R1970,5,USA,2018-03-02T00:00:00.000Z, callier1,"This hair mask is awesome! At first, I was super unsure about the smell of it, but it grew on me in time. This leaves my hair feeling super soft, healthy, and shiny. I love using this to repair and treat my hair.",0.423,0.025,0.552,0.9771
1970,R1971,5,USA,2018-03-02T00:00:00.000Z, katrienac,Condition my hair so well! Made it softer and felt like it repaired some of my split ends. You can definitely tell a difference. Try doing this once a week!,0.254,0.0,0.746,0.8189
1971,R1972,3,USA,2018-03-02T00:00:00.000Z, tiffanikki,"I'm still on the fence about this product. I live in Hawai'i where my frizz is just non-stop, around the clock... there. When I was first introduced to this product by my blogger sister, I was on the mainland, where the weather is different. This product made my hair so WOW. Like soft, silky, manageable and way less frizz.I decided to purchase it in HI and test it out here. I must say I am less impressed... After the first few uses - the frizz was ever present... if not... even more present?! Sometimes I even see tiny white specs of product... even when I thoroughly rinse out. My hair is softer... the next day after I sleep on it (literally). I really wanted to give this a higher rating, but... here we are.  [product:briogeo-dont-despair-repair-deep-conditioning-mask]",0.068,0.0,0.932,0.8706
1972,R1973,5,USA,2018-03-02T00:00:00.000Z, loganm623d,I love all of the products from this brand and this one was no exception. It was a great product that and I felt like it is a very sturdy brand that works very well and was worth the money. I would buy this again.,0.294,0.043,0.663,0.9168
1973,R1974,5,USA,2018-03-02T00:00:00.000Z, kelliec8ceb,Absolutely love this hair mask. I love the smell and all the benefits for my dry damaged hair.,0.422,0.106,0.473,0.8653
1974,R1975,5,USA,2018-03-02T00:00:00.000Z, sidneyc1,I absolutely love this product and this brand. It really helped my hair health and made it really shiny. I use it once a week and comb it through. I loved this product so much that it inspired me to also purchase their scalp revival and I also love that product. < br>,0.272,0.0,0.728,0.9523
1975,R1976,4,USA,2018-03-02T00:00:00.000Z, susanm6109,I received a sample of this in my play box & I love it! My hair feels so soft and smooth. I would say it just has a clean scent to it. But briogeo products are amazing! Totally recommend giving it a try!,0.393,0.0,0.607,0.9609
1976,R1977,5,USA,2018-03-02T00:00:00.000Z, heidic,I liked this! It made my hair so soft and moisturized! I recommend for anyone who wants softer hair,0.282,0.0,0.718,0.7081
1977,R1978,4,USA,2018-03-02T00:00:00.000Z, florenceedae1,"I
 have completely bleached hair that is dry and just easily breaks by 
running my hand through my hair. I've used plenty of deep conditioning 
mask that all work the same, but Briogeo has by far been the absolute 
best hair mask I've used. It not only made my hair smooth and silky, but
 while combing my hair after a shower, I had no problems at all. No 
knotting, no hair breaking. It's the perfect product for dry, color 
treated hair. It is expensive for a hair mask though, but worth it. < br>",0.156,0.11,0.734,0.7227
1978,R1979,5,USA,2018-03-02T00:00:00.000Z, lexieg,"Love this! My hair is super dry and frizzy, and I could actually tell a difference after using this product. And it smells great!",0.402,0.0,0.598,0.9298
1979,R1980,5,Trinidad and Tobago,2018-02-26T00:00:00.000Z, lovelytrishes,"Where to start with this brand and product? 😍 I love it! I've received a smaller tube of this product from BoxyCharm in 2017 , my hair feels amazing, looks amazing and my hair stopped dropping a lot. No bad chemicals is in this product. The cost is higher up, but seeing a difference will make you wan to repurchase. I hope this is helpful.",0.216,0.075,0.709,0.8988
1980,R1981,5,USA,2018-02-26T00:00:00.000Z, lafreem,I have 3C/4A hair that requires serious hydration care. This product does it every single time. My hair is never softer than after I use this. I put it on once a week and sit under a dryer for 45minutes then wash it out completely.,0.075,0.031,0.894,0.4404
1981,R1982,5,USA,2018-02-26T00:00:00.000Z, anastasiali_,"if you want for your hair to be smooth and soft, and not dry. You need this!!! It smells amazing, I usually use it once a week and hair is so soft for days! the price is fair in my opinion, definitely buying it again!",0.224,0.0,0.776,0.8825
1982,R1983,3,USA,2018-02-26T00:00:00.000Z, drap28,"I really really wanted to love this. It sounds like it's a great product unfortunately it did nit t work on my hair. My hair is typically dry, I used all of the sample and left on for 5 mins. I couldn't get a brush through my hair afterwards.",0.215,0.047,0.738,0.8646
